2.000000000000000000e+00,7.440000000000000000e+02,1.639000000000000000e+03,3.102000000000000000e+03,3.000000000000000000e+00,3.540000000000000000e+02,9.660000000000000000e+02,5.800000000000000000e+01,2.331000000000000000e+03,1.000000000000000000e+01,6.820000000000000000e+02,2.842000000000000000e+03,1.316000000000000000e+03,1.015000000000000000e+04,4.200000000000000000e+01,8.090000000000000000e+02,3.000000000000000000e+00,4.982000000000000000e+03,4.900000000000000000e+03,6.401000000000000000e+03,4.410000000000000000e+02,1.326000000000000000e+03,4.940000000000000000e+02,4.100000000000000000e+01,1.587000000000000000e+03,4.400000000000000000e+01,0.000000000000000000e+00
7.190000000000000000e+02,4.100000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,2.998000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+02,5.400000000000000000e+01,0.000000000000000000e+00,1.033000000000000000e+03,1.800000000000000000e+01,2.000000000000000000e+00,7.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.730000000000000000e+02,1.540000000000000000e+02,8.400000000000000000e+01,1.051000000000000000e+03,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.645000000000000000e+03,2.000000000000000000e+00,2.630000000000000000e+02,0.000000000000000000e+00,2.375000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,2.462000000000000000e+03,7.640000000000000000e+02,0.000000000000000000e+00,6.840000000000000000e+02,5.280000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,2.491000000000000000e+03,0.000000000000000000e+00,9.000000000000000000e+01,7.490000000000000000e+02,1.600000000000000000e+01,1.182000000000000000e+03,4.510000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.199000000000000000e+03,6.800000000000000000e+01,3.800000000000000000e+01,2.540000000000000000e+02,3.371000000000000000e+03,8.800000000000000000e+01,1.400000000000000000e+02,1.110000000000000000e+02,1.497000000000000000e+03,2.500000000000000000e+01,1.000000000000000000e+01,2.500000000000000000e+02,8.300000000000000000e+01,1.650000000000000000e+02,1.779000000000000000e+03,3.900000000000000000e+01,2.000000000000000000e+00,6.210000000000000000e+02,7.400000000000000000e+02,1.680000000000000000e+02,2.420000000000000000e+02,6.400000000000000000e+01,7.600000000000000000e+01,0.000000000000000000e+00,3.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.829000000000000000e+03,1.590000000000000000e+02,1.466000000000000000e+03,6.457000000000000000e+03,2.254000000000000000e+03,1.054000000000000000e+03,2.980000000000000000e+02,2.600000000000000000e+02,9.160000000000000000e+02,3.200000000000000000e+01,8.900000000000000000e+01,2.337000000000000000e+03,1.560000000000000000e+03,6.097000000000000000e+03,2.570000000000000000e+02,9.080000000000000000e+02,1.020000000000000000e+02,1.060800000000000000e+04,4.786000000000000000e+03,2.092000000000000000e+03,2.870000000000000000e+02,1.156000000000000000e+03,5.580000000000000000e+02,5.070000000000000000e+02,1.098000000000000000e+03,1.200000000000000000e+01,0.000000000000000000e+00
1.406000000000000000e+03,1.500000000000000000e+01,1.100000000000000000e+01,7.000000000000000000e+00,1.073000000000000000e+03,4.510000000000000000e+02,6.000000000000000000e+00,3.400000000000000000e+01,9.700000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.960000000000000000e+02,1.700000000000000000e+01,1.000000000000000000e+00,2.148000000000000000e+03,8.000000000000000000e+00,0.000000000000000000e+00,9.960000000000000000e+02,2.500000000000000000e+01,5.270000000000000000e+02,4.700000000000000000e+02,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
7.340000000000000000e+02,1.200000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+01,1.921000000000000000e+03,1.400000000000000000e+01,1.000000000000000000e+02,1.816000000000000000e+03,4.140000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,4.060000000000000000e+02,3.200000000000000000e+01,2.440000000000000000e+02,8.250000000000000000e+02,5.000000000000000000e+00,2.000000000000000000e+00,7.370000000000000000e+02,2.160000000000000000e+02,9.900000000000000000e+01,4.140000000000000000e+02,0.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,6.000000000000000000e+00
6.799000000000000000e+03,2.200000000000000000e+01,9.000000000000000000e+00,2.200000000000000000e+01,1.750800000000000000e+04,4.000000000000000000e+01,2.000000000000000000e+00,2.600000000000000000e+01,5.822000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,4.300000000000000000e+01,6.500000000000000000e+01,1.900000000000000000e+01,2.766000000000000000e+03,1.300000000000000000e+01,2.000000000000000000e+00,4.560000000000000000e+02,5.600000000000000000e+01,1.265000000000000000e+03,4.230000000000000000e+02,4.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+02,0.000000000000000000e+00,5.000000000000000000e+00
3.730000000000000000e+02,2.920000000000000000e+02,1.536000000000000000e+03,1.750000000000000000e+03,1.468000000000000000e+03,1.044000000000000000e+03,1.469000000000000000e+03,2.000000000000000000e+01,5.700000000000000000e+01,0.000000000000000000e+00,3.210000000000000000e+02,1.846000000000000000e+03,2.054000000000000000e+03,1.103500000000000000e+04,1.712000000000000000e+03,2.040000000000000000e+02,8.000000000000000000e+00,1.435000000000000000e+03,5.722000000000000000e+03,5.746000000000000000e+03,1.900000000000000000e+01,7.380000000000000000e+02,1.000000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,1.090000000000000000e+02,0.000000000000000000e+00
1.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
